,0
46195,7310.386662975441
59640,6934.914185744072
762482,6934.914185744072
670480,6934.914185744072
164384,6934.914185744072
725213,6736.916220633362
509571,6736.916220633362
756712,6736.916220633362
907309,6620.481943348494
175987,6620.481943348494
371005,6620.481943348494
814268,6620.481943348494
703759,6620.481943348494
267583,6620.481943348494
694731,6620.481943348494
200292,6620.481943348494
148571,6620.481943348494
606354,6620.481943348494
828621,6620.481943348494
791531,6620.481943348494
852980,6620.481943348494
873877,6620.481943348494
545468,6620.481943348494
159355,6620.481943348494
117332,6620.481943348494
20110,6620.481943348494
623031,6620.481943348494
608989,6620.481943348494
88868,6620.481943348494
412369,6620.481943348494
807955,6620.481943348494
565212,6620.481943348494
321198,6620.481943348494
13385,6620.481943348494
12067,6620.481943348494
668149,6583.639620327671
744091,6583.639620327671
430233,6583.639620327671
1520,6520.558702793678
626468,6445.2574632210035
645339,6445.2574632210035
751978,6445.2574632210035
880380,6297.035756940882
154288,6297.035756940882
65385,6297.035756940882
686153,6100.768256152736
89365,6100.768256152736
70342,5871.787020878926
736312,5871.787020878926
266702,5871.787020878926
797064,5871.787020878926
607897,5871.787020878926
350891,5871.787020878926
822385,5871.787020878926
9605,5871.787020878926
487621,5755.352743594056
695760,5755.352743594056
901654,5755.352743594056
576842,5755.352743594056
786346,5755.352743594056
89645,5755.352743594056
782675,5755.352743594056
745339,5755.352743594056
868359,5755.352743594056
481,5755.352743594056
93591,5755.352743594056
34922,5755.352743594056
676542,5755.352743594056
757472,5755.352743594056
586164,5755.352743594056
23064,5755.352743594056
855273,5755.352743594056
194,5755.352743594056
673554,5755.352743594056
795144,5755.352743594056
610046,5755.352743594056
556911,5755.352743594056
815844,5755.352743594056
844700,5755.352743594056
773756,5755.352743594056
810435,5755.352743594056
558050,5755.352743594056
585516,5755.352743594056
852021,5755.352743594056
268589,5755.352743594056
711919,5755.352743594056
31925,5755.352743594056
176257,5755.352743594056
286529,5755.352743594056
295306,5755.352743594056
801374,5755.352743594056
301626,5755.352743594056
432921,5755.352743594056
815109,5755.352743594056
68124,5755.352743594056
345257,5755.352743594056
91239,5755.352743594056
352374,5755.352743594056
65000,5755.352743594056
712689,5755.352743594056
732145,5755.352743594056
847412,5755.352743594056
803718,5755.352743594056
872020,5755.352743594056
95343,5755.352743594056
752356,5755.352743594056
366442,5755.352743594056
553814,5755.352743594056
833271,5755.352743594056
520969,5755.352743594056
850282,5755.352743594056
515405,5755.352743594056
46035,5755.352743594056
266436,5755.352743594056
822933,5755.352743594056
659984,5755.352743594056
673108,5755.352743594056
837200,5755.352743594056
189751,5755.352743594056
431173,5755.352743594056
242359,5755.352743594056
778334,5755.352743594056
48880,5755.352743594056
36103,5755.352743594056
603485,5755.352743594056
346022,5755.352743594056
395665,5755.352743594056
176855,5755.352743594056
861690,5755.352743594056
737243,5755.352743594056
655876,5755.352743594056
823275,5755.352743594056
701161,5755.352743594056
1055,5755.352743594056
777779,5755.352743594056
852954,5755.352743594056
232017,5755.352743594056
847885,5755.352743594056
240909,5755.352743594056
543849,5755.352743594056
99395,5755.352743594056
47665,5755.352743594056
746799,5755.352743594056
583614,5755.352743594056
807526,5755.352743594056
282186,5755.352743594056
872522,5755.352743594056
49883,5755.352743594056
464014,5755.352743594056
633770,5755.352743594056
153674,5755.352743594056
469373,5755.352743594056
385367,5755.352743594056
801014,5755.352743594056
497750,5755.352743594056
445322,5755.352743594056
822140,5755.352743594056
748315,5755.352743594056
420494,5755.352743594056
706567,5655.42950303924
822054,5604.925936582741
4909,5579.314369171339
763364,5287.292595859422
614038,5287.292595859422
485360,5287.292595859422
833854,5265.8691813983805
517040,5250.045079779016
230161,5250.045079779016
792067,5235.639056398299
655961,5235.639056398299
772495,5235.639056398299
188051,5235.639056398299
317359,5235.639056398299
236066,5235.639056398299
436200,5235.639056398299
708212,5213.520011347424
812594,5213.520011347424
748519,5213.520011347424
588339,5213.520011347424
493430,5213.520011347424
136008,5213.520011347424
424235,5213.520011347424
639572,5213.520011347424
150575,5213.520011347424
315485,5213.520011347424
760239,5213.520011347424
638905,5213.520011347424
307141,5213.520011347424
635217,5213.520011347424
508401,5213.520011347424
429696,5213.520011347424
313135,5213.520011347424
690363,5213.520011347424
364190,5213.520011347424
15360,5213.520011347424
540824,5213.520011347424
725111,5213.520011347424
45413,5213.520011347424
407971,5213.520011347424
588324,5213.520011347424
450964,5213.520011347424
458432,5213.520011347424
765554,5213.520011347424
383815,5213.520011347424
477267,5213.520011347424
306243,5213.520011347424
868898,4739.796736828303
506996,4739.796736828303
794711,4509.995964035169
732456,4509.995964035169
558911,4509.995964035169
790799,4509.995964035169
55599,4509.995964035169
32750,4509.995964035169
572806,4483.102123816609
42043,4437.378447567015
736892,4437.378447567015
819000,4437.378447567015
798352,4437.322114377896
784508,4437.322114377896
16784,4437.322114377896
326414,4437.322114377896
21780,4422.163396104985
138774,4384.915880024579
828498,4371.337296467573
780397,4371.337296467573
734683,4371.337296467573
443963,4371.337296467573
503578,4371.337296467573
589111,4371.337296467573
465780,4371.337296467573
623824,4371.337296467573
432895,4371.337296467573
492111,4371.337296467573
480694,4348.390811592986
531230,4348.390811592986
869995,4348.390811592986
99057,4348.390811592986
203547,4348.390811592986
712341,4348.390811592986
690102,4348.390811592986
676199,4348.390811592986
581231,4348.390811592986
675543,4348.390811592986
55543,4348.390811592986
219507,4348.390811592986
72438,4348.390811592986
823427,4348.390811592986
783474,4348.390811592986
540736,4348.390811592986
687094,4348.390811592986
317603,4348.390811592986
889920,4348.390811592986
689954,4348.390811592986
9416,4348.390811592986
862036,4348.390811592986
42646,4348.390811592986
465054,4348.390811592986
673188,4348.390811592986
103555,4348.390811592986
232063,4348.390811592986
501416,4348.390811592986
372691,4348.390811592986
81696,4348.390811592986
262682,4348.390811592986
289544,4348.390811592986
106434,4348.390811592986
119678,4348.390811592986
827692,4348.390811592986
509145,4348.390811592986
163549,4348.390811592986
57936,4348.390811592986
488743,4195.601481950027
855185,4079.1672046651565
467857,4079.1672046651565
547346,4079.1672046651565
342403,4079.1672046651565
482687,3710.5750717301253
414052,3657.0053437884612
804582,3657.0053437884612
558591,3647.4941541961325
469202,3647.4941541961325
514098,3647.4941541961325
727507,3495.15538771321
247461,3495.15538771321
110905,3495.15538771321
175378,3495.15538771321
903292,3397.754690050284
68645,3397.754690050284
812724,3397.754690050284
74110,3397.754690050284
185148,3397.754690050284
200967,3397.754690050284
504528,3369.2413673670003
623498,3369.2413673670003
439735,3351.1118397659866
41931,3184.1539246209527
108290,3178.2038660363396
531937,3146.1165421430705
366602,3098.262479612659
788195,3065.295539097714
210148,3065.295539097714
307449,3062.006357917216
10374,3062.006357917216
727998,3039.7028799351856
412032,3039.7028799351856
713654,3036.3947905058144
218363,3036.3947905058144
721780,2959.6038120450617
270318,2936.6573271704756
118028,2936.6573271704756
341577,2936.6573271704756
538132,2936.6573271704756
330872,2936.6573271704756
479504,2929.282806270388
20476,2929.282806270388
379007,2929.282806270388
782529,2929.282806270388
501168,2929.282806270388
621082,2929.282806270388
650584,2856.665289802234
272526,2856.665289802234
757040,2849.19186626157
510757,2849.19186626157
513011,2849.19186626157
831392,2849.19186626157
494585,2849.19186626157
814854,2849.19186626157
164769,2849.19186626157
539757,2849.19186626157
411882,2849.19186626157
739412,2841.450238340203
819765,2841.450238340203
800878,2841.450238340203
305221,2841.450238340203
36184,2841.450238340203
214866,2836.7521112065765
243931,2836.7521112065765
515854,2836.7521112065765
127080,2836.7521112065765
265073,2836.7521112065765
655243,2804.202722259797
612475,2804.202722259797
407684,2804.202722259797
727706,2767.6776538282047
541810,2767.6776538282047
429832,2767.6776538282047
7556,2767.6776538282047
801781,2767.6776538282047
174677,2767.6776538282047
218617,2767.6776538282047
748518,2767.6776538282047
770513,2767.6776538282047
845098,2767.6776538282047
770090,2767.6776538282047
395647,2767.6776538282047
471408,2767.6776538282047
619626,2767.6776538282047
587964,2767.6776538282047
622584,2767.6776538282047
739736,2767.6776538282047
495508,2767.6776538282047
587965,2767.6776538282047
400041,2767.6776538282047
457116,2767.6776538282047
764917,2767.6776538282047
465719,2767.6776538282047
678775,2767.6776538282047
103942,2767.6776538282047
387680,2767.6776538282047
296395,2767.6776538282047
291355,2767.6776538282047
379172,2767.6776538282047
326794,2767.6776538282047
1082,2767.6776538282047
339553,2767.6776538282047
847150,2767.6776538282047
536262,2767.6776538282047
28692,2767.6776538282047
28915,2767.6776538282047
97388,2767.6776538282047
277038,2767.6776538282047
335839,2767.6776538282047
362000,2767.6776538282047
366487,2767.6776538282047
269680,2767.6776538282047
461266,2767.6776538282047
304465,2767.6776538282047
223292,2767.6776538282047
114363,2767.6776538282047
32463,2767.6776538282047
279029,2767.6776538282047
660962,2636.9545475930113
372008,2535.5144854260857
787087,2535.5144854260857
341891,2535.5144854260857
572314,2535.5144854260857
787818,2491.7165235984558
90254,2479.599380947458
518891,2479.599380947458
732939,2453.9878135360564
237450,2453.9878135360564
727513,2448.4691955552917
440930,2448.4691955552917
898073,2448.4691955552917
1428,2448.4691955552917
814321,2448.4691955552917
834709,2448.4691955552917
320235,2448.4691955552917
11967,2448.4691955552917
713050,2448.4691955552917
853867,2448.4691955552917
438685,2448.4691955552917
906535,2448.4691955552917
657391,2448.4691955552917
697669,2448.4691955552917
583257,2448.4691955552917
205173,2448.4691955552917
559456,2448.4691955552917
669556,2448.4691955552917
25822,2448.4691955552917
858100,2448.4691955552917
613320,2448.4691955552917
669503,2448.4691955552917
513786,2448.4691955552917
637282,2448.4691955552917
785683,2448.4691955552917
808696,2448.4691955552917
683499,2448.4691955552917
799726,2448.4691955552917
245007,2448.4691955552917
722036,2448.4691955552917
910292,2448.4691955552917
96440,2448.4691955552917
647478,2448.4691955552917
681308,2448.4691955552917
133089,2448.4691955552917
326014,2448.4691955552917
567668,2448.4691955552917
377237,2448.4691955552917
423316,2448.4691955552917
642441,2448.4691955552917
654602,2448.4691955552917
188548,2448.4691955552917
148271,2448.4691955552917
309697,2448.4691955552917
5200,2448.4691955552917
662582,2448.4691955552917
234136,2448.4691955552917
149047,2448.4691955552917
361826,2448.4691955552917
905586,2448.4691955552917
367450,2448.4691955552917
118465,2448.4691955552917
410907,2448.4691955552917
660018,2448.4691955552917
135749,2448.4691955552917
190970,2448.4691955552917
658311,2448.4691955552917
833534,2448.4691955552917
303925,2448.4691955552917
192509,2448.4691955552917
123429,2448.4691955552917
644427,2448.4691955552917
457472,2448.4691955552917
343559,2448.4691955552917
497139,2448.4691955552917
202897,2448.4691955552917
32471,2448.4691955552917
706601,2448.4691955552917
107533,2448.4691955552917
492313,2448.4691955552917
476743,2448.4691955552917
130935,2448.4691955552917
303241,2448.4691955552917
249331,2448.4691955552917
468913,2448.4691955552917
380694,2448.4691955552917
226303,2448.4691955552917
401097,2448.4691955552917
165934,2448.4691955552917
7664,2448.4691955552917
51716,2448.4691955552917
578570,2448.4691955552917
213195,2448.4691955552917
256905,2448.4691955552917
250993,2360.896153630634
200694,2360.896153630634
646485,2254.606381070532
298896,2254.606381070532
180071,2253.0599102330734
756523,2250.4760799658366
28381,2250.4760799658366
9002,2250.4760799658366
752037,2227.4483428216718
310988,2227.4483428216718
783070,2227.4483428216718
768859,2227.4483428216718
331211,2196.0982397499597
558480,2196.0982397499597
818930,2196.0982397499597
480304,2177.8585634976826
785507,2170.3851399570185
494063,2170.3851399570185
620289,2170.3851399570185
186623,2170.3851399570185
273664,2170.3851399570185
677828,2162.643512035652
52363,2162.643512035652
588655,2162.643512035652
486397,2157.945384902025
492515,2157.945384902025
770792,2157.945384902025
781242,2157.945384902025
827770,2157.945384902025
744496,2157.945384902025
557870,2157.945384902025
808618,2157.945384902025
743196,2157.945384902025
76770,2157.945384902025
617630,2157.945384902025
738078,2157.945384902025
804688,2157.945384902025
784577,2157.945384902025
554250,2157.945384902025
856025,2157.945384902025
822916,2157.945384902025
920508,2157.945384902025
732929,2157.945384902025
88652,2157.945384902025
76457,2157.945384902025
555522,2157.945384902025
594581,2157.945384902025
543720,2157.945384902025
797800,2157.945384902025
838246,2157.945384902025
403196,2157.945384902025
775700,2157.945384902025
524542,2157.945384902025
677181,2157.945384902025
391511,2157.945384902025
449793,2157.945384902025
24885,2157.945384902025
288304,2157.945384902025
851609,2157.945384902025
599085,2157.945384902025
219105,2157.945384902025
127436,2157.945384902025
657182,2157.945384902025
259165,2157.945384902025
652809,2157.945384902025
436565,2157.945384902025
442370,2157.945384902025
859969,2157.945384902025
352642,2157.945384902025
336307,2157.945384902025
320496,2157.945384902025
536613,2157.945384902025
610138,2157.945384902025
375792,2157.945384902025
536872,2157.945384902025
696877,2157.945384902025
754920,2157.945384902025
561210,2157.945384902025
482092,2157.945384902025
889646,2157.945384902025
677553,2157.945384902025
497244,2157.945384902025
588736,2157.945384902025
822431,2157.945384902025
16870,2157.945384902025
443824,2157.945384902025
661600,2157.945384902025
692896,2157.945384902025
576293,2157.945384902025
565695,2157.945384902025
503572,2157.945384902025
636964,2157.945384902025
690454,2157.945384902025
326274,2157.945384902025
822085,2157.945384902025
867649,2157.945384902025
170844,2157.945384902025
149943,2157.945384902025
660481,2157.945384902025
468463,2157.945384902025
835833,2157.945384902025
711705,2157.945384902025
337533,2157.945384902025
751298,2157.945384902025
679331,2157.945384902025
723505,2157.945384902025
773440,2157.945384902025
770846,2157.945384902025
82561,2157.945384902025
224252,2157.945384902025
681647,2157.945384902025
751173,2157.945384902025
595354,2157.945384902025
86073,2157.945384902025
351508,2157.945384902025
23921,2157.945384902025
448942,2157.945384902025
628337,2157.945384902025
412085,2157.945384902025
454348,2157.945384902025
701732,2157.945384902025
644591,2157.945384902025
234482,2157.945384902025
32873,2157.945384902025
56887,2157.945384902025
254246,2157.945384902025
851807,2157.945384902025
331721,2157.945384902025
430275,2157.945384902025
496548,2157.945384902025
25656,2157.945384902025
455638,2157.945384902025
725836,2157.945384902025
101104,2157.945384902025
642670,2157.945384902025
14433,2157.945384902025
633029,2157.945384902025
692817,2157.945384902025
715179,2157.945384902025
790342,2157.945384902025
373834,2157.945384902025
48340,2157.945384902025
697015,2157.945384902025
750184,2157.945384902025
278170,2157.945384902025
44291,2157.945384902025
50822,2157.945384902025
439984,2157.945384902025
122106,2157.945384902025
564180,2157.945384902025
734744,2157.945384902025
130829,2157.945384902025
489559,2157.945384902025
8192,2157.945384902025
667412,2157.945384902025
3047,2157.945384902025
712768,2157.945384902025
665479,2157.945384902025
616966,2157.945384902025
595494,2157.945384902025
385782,2157.945384902025
802871,2157.945384902025
744167,2157.945384902025
37037,2157.945384902025
252736,2157.945384902025
305760,2157.945384902025
264785,2157.945384902025
564920,2157.945384902025
414264,2157.945384902025
95907,2157.945384902025
44115,2157.945384902025
94884,2157.945384902025
81391,2157.945384902025
82377,2157.945384902025
250385,2157.945384902025
595078,2157.945384902025
36771,2157.945384902025
529898,2157.945384902025
700259,2157.945384902025
94481,2157.945384902025
240437,2157.945384902025
696923,2157.945384902025
137506,2157.945384902025
248895,2131.996078226417
787980,2123.4807232818057
92094,2116.007299741142
776141,2116.007299741142
749886,2116.007299741142
585226,2116.007299741142
729931,2116.007299741142
857963,2116.007299741142
510039,2116.007299741142
296297,2116.007299741142
740797,2116.007299741142
696654,2116.007299741142
611975,2116.007299741142
546402,2116.007299741142
651120,2116.007299741142
651057,2116.007299741142
640261,2116.007299741142
718883,2116.007299741142
94877,2116.007299741142
171060,2116.007299741142
356876,2116.007299741142
799026,2116.007299741142
553597,2116.007299741142
492488,2116.007299741142
821292,2116.007299741142
4830,2116.007299741142
498382,2116.007299741142
140420,2116.007299741142
826886,2116.007299741142
413411,2116.007299741142
764524,2116.007299741142
763650,2116.007299741142
619597,2116.007299741142
540164,2116.007299741142
773599,2116.007299741142
261696,2116.007299741142
17294,2116.007299741142
831338,2116.007299741142
854887,2116.007299741142
632365,2116.007299741142
706196,2116.007299741142
321549,2116.007299741142
592028,2116.007299741142
799902,2116.007299741142
841128,2116.007299741142
133134,2116.007299741142
151300,2116.007299741142
349387,2116.007299741142
712520,2116.007299741142
606992,2116.007299741142
104774,2116.007299741142
809933,2116.007299741142
452389,2116.007299741142
496923,2116.007299741142
733021,2116.007299741142
217693,2116.007299741142
548442,2116.007299741142
8087,2116.007299741142
381326,2116.007299741142
58264,2116.007299741142
73137,2116.007299741142
463730,2116.007299741142
396754,2116.007299741142
378052,2116.007299741142
445643,2116.007299741142
725068,2116.007299741142
173778,2116.007299741142
674843,2116.007299741142
565737,2116.007299741142
613779,2116.007299741142
255845,2116.007299741142
7910,2116.007299741142
422283,2116.007299741142
9957,2116.007299741142
583991,2116.007299741142
366711,2116.007299741142
360613,2116.007299741142
272987,2116.007299741142
399625,2116.007299741142
708336,2116.007299741142
11717,2116.007299741142
190748,2116.007299741142
483503,2116.007299741142
306299,2116.007299741142
271656,2116.007299741142
214227,2116.007299741142
275858,2116.007299741142
370460,2116.007299741142
295162,2116.007299741142
406512,2116.007299741142
430099,2116.007299741142
145705,2116.007299741142
105713,2116.007299741142
280451,2116.007299741142
327611,2116.007299741142
11185,2116.007299741142
648225,2116.007299741142
402158,2116.007299741142
543877,2116.007299741142
202837,2116.007299741142
739470,2111.5088547714568
628071,2111.5088547714568
100472,2046.9858564581384
771005,2038.8913383033025
520183,2038.8913383033025
827293,2038.8913383033025
802690,2038.8913383033025
377504,2038.8913383033025
744816,2038.8913383033025
622663,2038.8913383033025
337977,2038.8913383033025
591651,2038.8913383033025
599656,2038.8913383033025
809411,2038.8913383033025
555837,2038.8913383033025
155916,2038.8913383033025
147176,2038.8913383033025
326963,2038.8913383033025
757181,2038.8913383033025
634791,2038.8913383033025
736139,2038.8913383033025
494923,2038.8913383033025
519696,2038.8913383033025
25660,2038.8913383033025
160859,2038.8913383033025
645010,2038.8913383033025
73869,2038.8913383033025
7409,2038.8913383033025
575967,2038.8913383033025
300026,2033.4072729011325
873311,2033.4072729011325
660519,2033.4072729011325
306947,2033.4072729011325
200400,1960.7430726686164
