,product,value,customer
57,"['31047520', '31047492', '35662452', '31047450', '31047415']","[78.99163653236694, 51.802353188840094, 34.505553090471324, 31.941530432333607, 27.531580101500445]",16780
58,"['32981935', '34130894', '34798386']","[130.3509040171219, 128.34496232324597, 25.533094827835328]",806425
59,"['32988396', '35984452', '31618475', '32988382']","[417.3825972664224, 286.2017037296525, 227.73869121851487, 135.90600890982168]",704344
60,"['36298416', '36298290', '36298395', '36298381', '36298262', '36298220', '36298206', '36298122', '35609273', '35609252', '35609245']","[1083.2951539054807, 931.4924342516136, 798.6553118277213, 584.8409267290149, 419.75899230552, 408.8396852381886, 341.64604831728474, 151.99817684579284, 108.49303078002146, 55.602139549229754, 37.96969474836661]",701557
61,"['32981935', '35609245']","[130.3509040171219, 6.4213161425461545]",324906
62,"['35609273', '35609252', '35609245']","[108.49303078002146, 55.602139549229754, 6.4213161425461545]",71962
63,"['31047520', '35662452', '31047450', '31047415', '31047492']","[39.14246388387581, 34.505553090471324, 31.941530432333607, 27.531580101500445, 7.910277495538107]",617509
64,"['32988396', '31618475', '32988382', '34130894', '34129942', '34798386']","[469.8809320707791, 290.4188669245634, 274.7797456457728, 128.34496232324597, 77.11479993801223, 25.533094827835328]",360621
65,"['32988396', '31618475', '32988382', '31618321', '34129942']","[469.8809320707791, 290.4188669245634, 274.7797456457728, 257.0363812253069, 77.11479993801223]",159450
66,"['34798386', '34130894']","[546.1220631222034, 128.34496232324597]",838535
67,"['36298416', '36298395', '36298290', '36298262', '36298220', '36298206', '36298381', '36298122']","[1791.7685004833104, 1530.2592960918003, 1246.3935383487997, 756.5477647131631, 697.6727245029272, 645.8047030281339, 584.8409267290149, 151.99817684579284]",764219
68,"['36298290', '36298262', '36298220', '36298206', '36298416', '36298395', '36298381']","[944.4036335152042, 701.8400258068159, 670.479582489042, 594.5667014569935, 581.9012585327861, 559.7964414719744, 120.5542163488181]",507432
69,"['32988396', '31618475', '32988382', '31047443', '31047520', '31047492']","[417.3825972664224, 227.73869121851487, 135.90600890982168, 41.84850658896197, 26.918442687188385, 8.083787224374996]",427294
70,['35074081'],[7.836897681426502],678372
71,"['34798386', '34130894']","[546.1220631222034, 128.34496232324597]",502508
72,['35984452'],[286.2017037296525],452284
73,"['36298206', '36298290', '36298416', '36298381', '36298220', '36298262', '36298395']","[594.5667014569935, 375.4677387170732, 167.78769704519127, 120.5542163488181, 69.3529172733598, 30.012466821708426, 18.86316287631953]",625115
74,['35984452'],[286.2017037296525],394774
75,"['36298220', '36298206', '36298416', '36298290', '36298381', '35609273', '35609252', '35609245', '36298262', '36298395']","[670.479582489042, 594.5667014569935, 581.9012585327861, 375.4677387170732, 120.5542163488181, 108.49303078002146, 55.602139549229754, 37.96969474836661, 30.012466821708426, 18.86316287631953]",166953
76,['35074081'],[7.836897681426502],702986
77,"['32078830', '34130894', '34798386']","[406.43274428749595, 128.34496232324597, 25.533094827835328]",691773
78,"['36298290', '36298206', '36298416', '36298381', '36298262', '35609273', '36298395', '36298220', '35609252', '35609245']","[944.4036335152042, 594.5667014569935, 167.78769704519127, 120.5542163488181, 115.18241155595084, 108.49303078002146, 74.32099497492224, 69.3529172733598, 55.602139549229754, 37.96969474836661]",782053
79,"['36298220', '32988396', '36298206', '36298416', '31618475', '36298290', '31618321', '32988382', '36298381', '36298262', '36298395']","[670.479582489042, 634.7881591196956, 594.5667014569935, 581.9012585327861, 420.09703990130134, 375.4677387170732, 257.0363812253069, 254.2146554359113, 120.5542163488181, 30.012466821708426, 18.86316287631953]",116124
80,['34798386'],[25.533094827835328],294489
81,"['32988396', '31618475', '32078830', '31618321', '32078802', '32988382', '32842551', '32078970']","[634.7881591196956, 420.09703990130134, 374.8372656119832, 257.0363812253069, 254.2441279941481, 254.2146554359113, 42.837897641664355, 13.252786966340373]",120730
82,['35984452'],[286.2017037296525],271987
83,['35074081'],[7.836897681426502],702229
84,"['34798386', '35984452', '34130894']","[546.1220631222034, 286.2017037296525, 128.34496232324597]",538902
85,"['32988396', '31618475', '32988382', '34129942', '31618300']","[469.8809320707791, 290.4188669245634, 274.7797456457728, 77.11479993801223, 2.376759216964381]",667481
86,"['35609273', '35609252', '31047520', '35609245', '31047492']","[108.49303078002146, 55.602139549229754, 39.14246388387581, 37.96969474836661, 7.910277495538107]",781824
87,"['36298416', '36298395', '36298290', '36298262', '36298220', '36298206', '36298381', '36298122']","[1791.7685004833104, 1530.2592960918003, 1246.3935383487997, 756.5477647131631, 697.6727245029272, 645.8047030281339, 584.8409267290149, 151.99817684579284]",633052
88,"['34798386', '34130894', '35609245']","[546.1220631222034, 128.34496232324597, 6.4213161425461545]",885563
89,"['36298416', '36298290', '36298395', '36298381', '36298262', '36298220', '36298206', '36298122']","[1083.2951539054807, 931.4924342516136, 798.6553118277213, 584.8409267290149, 419.75899230552, 408.8396852381886, 341.64604831728474, 151.99817684579284]",304307
90,"['34130894', '31047520', '31047492', '31047450', '34798386', '31047464']","[128.34496232324597, 87.731985454361, 61.92253052534606, 48.595294241035994, 25.533094827835328, 23.290491077536526]",238773
91,"['32981935', '31047520', '35662452', '31047450', '31047415', '31047492']","[130.3509040171219, 39.14246388387581, 34.505553090471324, 31.941530432333607, 27.531580101500445, 7.910277495538107]",350505
92,"['36298290', '36298206', '32078830', '36298416', '36298381', '36298262', '36298395', '36298220']","[944.4036335152042, 594.5667014569935, 406.43274428749595, 167.78769704519127, 120.5542163488181, 115.18241155595084, 74.32099497492224, 69.3529172733598]",619961
93,"['36298416', '36298395', '36298290', '36298262', '36298220', '36298206', '36298381', '36298122', '31047492', '31047450', '31047520']","[1791.7685004833104, 1530.2592960918003, 1246.3935383487997, 756.5477647131631, 697.6727245029272, 645.8047030281339, 584.8409267290149, 151.99817684579284, 61.92253052534606, 48.595294241035994, 27.114171748061022]",733386
94,"['35609273', '35609252', '35609245']","[108.49303078002146, 55.602139549229754, 37.96969474836661]",549169
95,"['35984452', '34130894', '34798386']","[286.2017037296525, 128.34496232324597, 25.533094827835328]",541960
96,"['36298206', '36298290', '36298416', '36298381', '36298220', '36298262', '36298395']","[594.5667014569935, 375.4677387170732, 167.78769704519127, 120.5542163488181, 69.3529172733598, 30.012466821708426, 18.86316287631953]",240536
97,"['32988396', '31618475', '31618321', '32988382', '35609273', '35609252', '35609245']","[634.7881591196956, 420.09703990130134, 257.0363812253069, 254.2146554359113, 108.49303078002146, 55.602139549229754, 6.4213161425461545]",783884
98,['34798386'],[25.533094827835328],115770
99,"['32078802', '32078970', '32476192', '32078830', '32842551', '32078795', '35609273', '35609252', '35609245']","[827.3627254565821, 682.2102925851468, 559.0926091472996, 374.8372656119832, 299.6981052939996, 192.02989367568824, 108.49303078002146, 55.602139549229754, 37.96969474836661]",835930
100,"['32988396', '31618321', '31618475', '32988382', '34129942']","[417.3825972664224, 257.0363812253069, 227.73869121851487, 135.90600890982168, 77.11479993801223]",576093
101,"['32988396', '31618475', '32988382', '31618321', '34129942']","[469.8809320707791, 290.4188669245634, 274.7797456457728, 257.0363812253069, 77.11479993801223]",249740
102,"['31047520', '31047492', '31047450', '35662452', '31047415', '31047464', '35663054']","[87.731985454361, 61.92253052534606, 48.595294241035994, 34.505553090471324, 27.531580101500445, 23.290491077536526, 4.075466179927415]",370196
103,"['32988396', '31618475', '32988382', '31618321', '34129942']","[469.8809320707791, 290.4188669245634, 274.7797456457728, 257.0363812253069, 77.11479993801223]",134312
104,['35984452'],[286.2017037296525],420535
105,"['36298220', '36298206', '36298416', '36298290', '36298381', '35609273', '35609252', '35609245', '36298262', '36298395']","[670.479582489042, 594.5667014569935, 581.9012585327861, 375.4677387170732, 120.5542163488181, 108.49303078002146, 55.602139549229754, 37.96969474836661, 30.012466821708426, 18.86316287631953]",623318
106,"['34798386', '34130894']","[546.1220631222034, 128.34496232324597]",322152
107,"['36298416', '36298290', '36298395', '36298381', '36298262', '36298220', '36298206', '36298122', '35609273', '35609252', '35609245']","[1083.2951539054807, 931.4924342516136, 798.6553118277213, 584.8409267290149, 419.75899230552, 408.8396852381886, 341.64604831728474, 151.99817684579284, 108.49303078002146, 55.602139549229754, 37.96969474836661]",274601
108,"['35662704', '35662641', '32981935', '35662452']","[210.10323277647228, 185.0683652466133, 130.3509040171219, 64.23476115039806]",408237
109,"['31047443', '35662452', '35662641', '31047450', '31047415', '31047520', '31047492']","[41.84850658896197, 34.505553090471324, 33.56605200789042, 31.941530432333607, 27.531580101500445, 26.918442687188385, 8.083787224374996]",196228
110,"['34130894', '34798386']","[128.34496232324597, 25.533094827835328]",564103
111,"['32078830', '32078802', '32476192', '32842551', '35984452', '32078795', '32078970', '32078935', '32079103']","[780.0825847850617, 587.9303412019748, 559.0926091472996, 328.64813942743154, 286.2017037296525, 272.8778474957213, 191.44276881610836, 45.986274830583326, 25.65671892200126]",100158
112,"['34798386', '34130894']","[546.1220631222034, 128.34496232324597]",101499
113,"['31047520', '31047492', '31047450', '31047464']","[87.731985454361, 61.92253052534606, 48.595294241035994, 23.290491077536526]",642094
114,"['35609273', '35609252', '35609245']","[108.49303078002146, 55.602139549229754, 37.96969474836661]",85682
115,['32981935'],[130.3509040171219],87059
116,"['32988396', '31618475', '32988382', '31618321', '34129942']","[469.8809320707791, 290.4188669245634, 274.7797456457728, 257.0363812253069, 77.11479993801223]",427847
117,"['32078830', '35984452']","[406.43274428749595, 286.2017037296525]",727182
118,"['35984452', '35074081']","[286.2017037296525, 7.836897681426502]",48392
119,"['34130894', '31047520', '31047492', '35662452', '31047450', '31047415', '34798386']","[128.34496232324597, 78.99163653236694, 51.802353188840094, 34.505553090471324, 31.941530432333607, 27.531580101500445, 25.533094827835328]",410661
120,"['32078830', '32078802', '32476192', '32842551', '32078795', '32078970', '32078935', '32079103']","[780.0825847850617, 587.9303412019748, 559.0926091472996, 328.64813942743154, 272.8778474957213, 191.44276881610836, 45.986274830583326, 25.65671892200126]",601762
121,"['32988396', '31618475', '31618321', '32988382']","[634.7881591196956, 420.09703990130134, 257.0363812253069, 254.2146554359113]",432781
122,"['36298290', '36298206', '36298416', '36298381', '36298262', '35609273', '36298395', '36298220', '35609252', '35609245']","[944.4036335152042, 594.5667014569935, 167.78769704519127, 120.5542163488181, 115.18241155595084, 108.49303078002146, 74.32099497492224, 69.3529172733598, 55.602139549229754, 37.96969474836661]",776084
123,"['34798386', '34130894', '31047520', '35662452', '31047450', '31047415', '31047492']","[546.1220631222034, 128.34496232324597, 39.14246388387581, 34.505553090471324, 31.941530432333607, 27.531580101500445, 7.910277495538107]",33736
124,"['34130894', '34798386', '35609245']","[128.34496232324597, 25.533094827835328, 6.4213161425461545]",531942
125,"['36298220', '36298206', '36298416', '36298290', '36298381', '35609273', '35609252', '35609245', '36298262', '36298395']","[670.479582489042, 594.5667014569935, 581.9012585327861, 375.4677387170732, 120.5542163488181, 108.49303078002146, 55.602139549229754, 37.96969474836661, 30.012466821708426, 18.86316287631953]",766366
126,"['32078802', '32078830', '32842551', '32078795', '32078970', '32078935']","[509.91262997998035, 406.43274428749595, 273.4956226625291, 231.00431297009112, 57.526631009814786, 1.1354281836515119]",629871
127,"['31618321', '32988382', '32988396', '31618475']","[257.0363812253069, 135.90600890982168, 132.89327860660381, 18.299975396457285]",259087
128,"['36298416', '36298290', '36298395', '32988396', '31618475', '36298262', '36298220', '36298206', '31618321', '32988382', '36298381']","[1083.2951539054807, 931.4924342516136, 798.6553118277213, 634.7881591196956, 420.09703990130134, 419.75899230552, 408.8396852381886, 341.64604831728474, 257.0363812253069, 254.2146554359113, 120.5542163488181]",108579
129,"['31047520', '31047492', '31047450', '35662452', '31047415', '31047464']","[87.731985454361, 61.92253052534606, 48.595294241035994, 34.505553090471324, 27.531580101500445, 23.290491077536526]",184186
130,"['34130894', '34798386']","[128.34496232324597, 25.533094827835328]",646721
131,"['36298290', '36298206', '36298416', '36298381', '36298262', '31047520', '36298395', '36298220', '31047492', '35662452', '31047450']","[944.4036335152042, 594.5667014569935, 167.78769704519127, 120.5542163488181, 115.18241155595084, 78.99163653236694, 74.32099497492224, 69.3529172733598, 51.802353188840094, 34.505553090471324, 31.941530432333607]",761221
132,"['36298416', '36298395', '36298290', '36298262', '36298220', '36298206', '36298381', '36298122', '35609273', '35609252', '35609245']","[1791.7685004833104, 1530.2592960918003, 1246.3935383487997, 756.5477647131631, 697.6727245029272, 645.8047030281339, 584.8409267290149, 151.99817684579284, 108.49303078002146, 55.602139549229754, 37.96969474836661]",64288
133,"['34130894', '34798386']","[128.34496232324597, 25.533094827835328]",687537
134,"['32078830', '32476192', '32078802', '32842551', '32078795', '32078970', '32079103', '32078935']","[632.4118090777264, 559.0926091472996, 509.91262997998035, 273.4956226625291, 231.00431297009112, 57.526631009814786, 25.65671892200126, 1.1354281836515119]",652068
135,"['34130894', '31047520', '31047492', '35662452', '31047450', '31047415', '34798386']","[128.34496232324597, 78.99163653236694, 51.802353188840094, 34.505553090471324, 31.941530432333607, 27.531580101500445, 25.533094827835328]",537147
136,"['32078830', '32078802', '32476192', '32842551', '32078795', '32078970', '32078935', '32079103']","[780.0825847850617, 587.9303412019748, 559.0926091472996, 328.64813942743154, 272.8778474957213, 191.44276881610836, 45.986274830583326, 25.65671892200126]",779793
137,"['36298220', '36298206', '36298416', '36298290', '36298381', '36298262', '36298395', '35663054']","[670.479582489042, 594.5667014569935, 581.9012585327861, 375.4677387170732, 120.5542163488181, 30.012466821708426, 18.86316287631953, 4.075466179927415]",91943
138,"['36298290', '35609273', '35609252', '35609245', '36298262', '36298395']","[375.4677387170732, 108.49303078002146, 55.602139549229754, 37.96969474836661, 30.012466821708426, 18.86316287631953]",159101
139,"['32988396', '31618475', '32988382', '31618321', '34129942']","[469.8809320707791, 290.4188669245634, 274.7797456457728, 257.0363812253069, 77.11479993801223]",89883
140,['35984452'],[286.2017037296525],735972
141,"['34130894', '34798386']","[128.34496232324597, 25.533094827835328]",54343
142,"['34798386', '34130894']","[546.1220631222034, 128.34496232324597]",687937
143,"['32078830', '32078802', '32842551', '32078795', '32078970', '31047520', '31047492', '32078935', '35662452', '31047450', '31047415']","[780.0825847850617, 587.9303412019748, 328.64813942743154, 272.8778474957213, 191.44276881610836, 78.99163653236694, 51.802353188840094, 45.986274830583326, 34.505553090471324, 31.941530432333607, 27.531580101500445]",600878
144,['35984452'],[286.2017037296525],604602
145,"['34130894', '34798386', '35074081']","[128.34496232324597, 25.533094827835328, 7.836897681426502]",623143
146,"['32078830', '32078802', '34798386', '32842551', '32078795', '32078970', '34130894', '31047520', '31047492', '32078935', '35662452']","[780.0825847850617, 587.9303412019748, 546.1220631222034, 328.64813942743154, 272.8778474957213, 191.44276881610836, 128.34496232324597, 78.99163653236694, 51.802353188840094, 45.986274830583326, 34.505553090471324]",620459
147,"['35662704', '35662641', '31047520', '35662452', '31047492', '31047450', '31047415', '31047464']","[210.10323277647228, 185.0683652466133, 87.731985454361, 64.23476115039806, 61.92253052534606, 48.595294241035994, 27.531580101500445, 23.290491077536526]",21660
148,"['32078830', '32078802', '32842551', '32078795', '32078970', '31047520', '31047492', '32078935', '35662452', '31047450', '31047415']","[780.0825847850617, 587.9303412019748, 328.64813942743154, 272.8778474957213, 191.44276881610836, 78.99163653236694, 51.802353188840094, 45.986274830583326, 34.505553090471324, 31.941530432333607, 27.531580101500445]",229799
149,"['36298416', '36298290', '36298395', '36298262', '36298220', '36298206', '32981935', '36298381']","[1083.2951539054807, 931.4924342516136, 798.6553118277213, 419.75899230552, 408.8396852381886, 341.64604831728474, 130.3509040171219, 120.5542163488181]",907182
150,"['32078830', '32078802', '32476192', '32842551', '32078795', '32078970', '32078935', '32079103']","[780.0825847850617, 587.9303412019748, 559.0926091472996, 328.64813942743154, 272.8778474957213, 191.44276881610836, 45.986274830583326, 25.65671892200126]",834802
151,"['32981935', '31047520', '31047492', '31047450', '31047464']","[130.3509040171219, 87.731985454361, 61.92253052534606, 48.595294241035994, 23.290491077536526]",282666
152,"['32988396', '31618475', '32988382', '31618321', '34129942']","[469.8809320707791, 290.4188669245634, 274.7797456457728, 257.0363812253069, 77.11479993801223]",461043
153,"['31047520', '31047492', '31047450', '31047464', '35663054']","[87.731985454361, 61.92253052534606, 48.595294241035994, 23.290491077536526, 4.075466179927415]",286071
154,"['36298206', '36298290', '36298416', '36298381', '36298220', '36298262', '36298395']","[594.5667014569935, 375.4677387170732, 167.78769704519127, 120.5542163488181, 69.3529172733598, 30.012466821708426, 18.86316287631953]",799817
155,['34798386'],[25.533094827835328],96498
156,"['36298290', '36298262', '36298220', '36298206', '36298416', '36298395', '36298381']","[944.4036335152042, 701.8400258068159, 670.479582489042, 594.5667014569935, 581.9012585327861, 559.7964414719744, 120.5542163488181]",339668
157,"['31047520', '31047492', '31047450', '31047464']","[87.731985454361, 61.92253052534606, 48.595294241035994, 23.290491077536526]",295897
158,"['36298220', '36298206', '36298416', '36298290', '36298381', '35609273', '35609252', '35609245', '36298262', '36298395']","[670.479582489042, 594.5667014569935, 581.9012585327861, 375.4677387170732, 120.5542163488181, 108.49303078002146, 55.602139549229754, 37.96969474836661, 30.012466821708426, 18.86316287631953]",14161
159,"['32078830', '32078802', '32842551', '32078795', '32078970', '31047520', '31047492', '32078935', '35662452', '31047450', '31047415']","[780.0825847850617, 587.9303412019748, 328.64813942743154, 272.8778474957213, 191.44276881610836, 78.99163653236694, 51.802353188840094, 45.986274830583326, 34.505553090471324, 31.941530432333607, 27.531580101500445]",68157
160,['35609245'],[6.4213161425461545],390151
161,"['34130894', '34798386']","[128.34496232324597, 25.533094827835328]",586002
162,"['36298290', '36298262', '36298220', '36298206', '36298416', '36298395', '36298381', '35609273', '35609252', '35609245']","[944.4036335152042, 701.8400258068159, 670.479582489042, 594.5667014569935, 581.9012585327861, 559.7964414719744, 120.5542163488181, 108.49303078002146, 55.602139549229754, 37.96969474836661]",418557
163,"['36298206', '36298290', '36298416', '36298381', '36298220', '36298262', '36298395']","[594.5667014569935, 375.4677387170732, 167.78769704519127, 120.5542163488181, 69.3529172733598, 30.012466821708426, 18.86316287631953]",32073
164,"['32078830', '32078802', '32078795', '32842551', '32078970', '32078935']","[374.8372656119832, 254.2441279941481, 231.00431297009112, 42.837897641664355, 13.252786966340373, 1.1354281836515119]",623109
165,"['32078802', '32078970', '32476192', '32078830', '32842551', '32078795', '35074081']","[827.3627254565821, 682.2102925851468, 559.0926091472996, 374.8372656119832, 299.6981052939996, 192.02989367568824, 7.836897681426502]",485376
166,"['32988396', '31618475', '32988382', '31618300']","[412.5500204507784, 257.16660441745756, 203.04169765374783, 2.376759216964381]",773113
167,"['36298416', '36298290', '36298395', '36298381', '36298262', '36298220', '36298206', '35984452', '36298122']","[1083.2951539054807, 931.4924342516136, 798.6553118277213, 584.8409267290149, 419.75899230552, 408.8396852381886, 341.64604831728474, 286.2017037296525, 151.99817684579284]",180386
168,"['36298206', '36298290', '36298416', '36298381', '36298220', '36298262', '36298395']","[594.5667014569935, 375.4677387170732, 167.78769704519127, 120.5542163488181, 69.3529172733598, 30.012466821708426, 18.86316287631953]",655882
169,"['34798386', '34130894']","[546.1220631222034, 128.34496232324597]",719638
170,"['32476192', '32078830', '32078802', '32078795', '32842551', '32078970']","[559.0926091472996, 374.8372656119832, 254.2441279941481, 192.02989367568824, 42.837897641664355, 13.252786966340373]",291428
171,"['31047520', '31047492', '31047450', '35662452', '31047415', '31047464']","[87.731985454361, 61.92253052534606, 48.595294241035994, 34.505553090471324, 27.531580101500445, 23.290491077536526]",794411
172,"['36298290', '36298262', '36298220', '36298206', '36298416', '36298395', '35984452', '36298381', '35609273', '35609252', '35609245']","[944.4036335152042, 701.8400258068159, 670.479582489042, 594.5667014569935, 581.9012585327861, 559.7964414719744, 286.2017037296525, 120.5542163488181, 108.49303078002146, 55.602139549229754, 37.96969474836661]",429079
173,['35074081'],[7.836897681426502],161004
174,['32981935'],[130.3509040171219],252281
175,"['32988396', '31618321', '31618475', '32988382']","[417.3825972664224, 257.0363812253069, 227.73869121851487, 135.90600890982168]",695266
176,"['32988396', '31618475', '32988382', '34129942']","[469.8809320707791, 290.4188669245634, 274.7797456457728, 77.11479993801223]",25844
177,"['36298416', '36298395', '36298290', '36298262', '36298220', '36298206', '36298381', '36298122']","[1791.7685004833104, 1530.2592960918003, 1246.3935383487997, 756.5477647131631, 697.6727245029272, 645.8047030281339, 584.8409267290149, 151.99817684579284]",761254
178,"['32988396', '31618475', '32988382', '31618321', '34129942']","[469.8809320707791, 290.4188669245634, 274.7797456457728, 257.0363812253069, 77.11479993801223]",692612
179,"['36298416', '36298395', '36298290', '36298262', '36298220', '36298206', '36298381', '36298122']","[1791.7685004833104, 1530.2592960918003, 1246.3935383487997, 756.5477647131631, 697.6727245029272, 645.8047030281339, 584.8409267290149, 151.99817684579284]",709454
180,"['32988396', '31618475', '32988382', '31618300']","[412.5500204507784, 257.16660441745756, 203.04169765374783, 2.376759216964381]",449652
181,"['36298416', '36298290', '36298395', '36298262', '36298220', '32078830', '36298206']","[1083.2951539054807, 931.4924342516136, 798.6553118277213, 419.75899230552, 408.8396852381886, 406.43274428749595, 341.64604831728474]",630226
182,"['36298416', '36298395', '36298290', '36298262', '36298220', '36298206', '36298381', '36298122']","[1791.7685004833104, 1530.2592960918003, 1246.3935383487997, 756.5477647131631, 697.6727245029272, 645.8047030281339, 584.8409267290149, 151.99817684579284]",231
183,"['36298416', '36298395', '36298290', '36298262', '36298220', '36298206', '36298381', '36298122']","[1791.7685004833104, 1530.2592960918003, 1246.3935383487997, 756.5477647131631, 697.6727245029272, 645.8047030281339, 584.8409267290149, 151.99817684579284]",592606
184,"['32078830', '32078802', '32476192', '32842551', '32078795', '32078970', '32078935', '32079103']","[780.0825847850617, 587.9303412019748, 559.0926091472996, 328.64813942743154, 272.8778474957213, 191.44276881610836, 45.986274830583326, 25.65671892200126]",61077
185,"['34798386', '35074081']","[25.533094827835328, 7.836897681426502]",30078
186,"['31047520', '31047492', '31047450', '31047464']","[87.731985454361, 61.92253052534606, 48.595294241035994, 23.290491077536526]",52991
187,"['32988396', '31618475', '32988382', '31618321', '34129942']","[469.8809320707791, 290.4188669245634, 274.7797456457728, 257.0363812253069, 77.11479993801223]",764450
188,"['34798386', '34130894']","[546.1220631222034, 128.34496232324597]",402392
189,"['32988382', '31618321', '32988396', '34129942', '31618475']","[274.7797456457728, 257.0363812253069, 132.89327860660381, 77.11479993801223, 18.299975396457285]",814500
190,"['36298290', '36298262', '36298220', '36298206', '36298416', '36298395', '36298381']","[944.4036335152042, 701.8400258068159, 670.479582489042, 594.5667014569935, 581.9012585327861, 559.7964414719744, 120.5542163488181]",502539
191,['32981935'],[130.3509040171219],393573
192,"['32078802', '32078830', '32842551', '32078795', '32078970', '32078935', '32079103']","[587.9303412019748, 406.43274428749595, 328.64813942743154, 272.8778474957213, 191.44276881610836, 45.986274830583326, 25.65671892200126]",689937
193,['32078830'],[406.43274428749595],555839
194,['35984452'],[286.2017037296525],444996
195,"['36298290', '36298206', '36298416', '32988396', '36298381', '36298262', '36298395', '36298220', '31618475']","[944.4036335152042, 594.5667014569935, 167.78769704519127, 132.89327860660381, 120.5542163488181, 115.18241155595084, 74.32099497492224, 69.3529172733598, 18.299975396457285]",768744
196,"['35984452', '34130894', '34798386']","[286.2017037296525, 128.34496232324597, 25.533094827835328]",390354
197,"['36298290', '36298206', '36298416', '36298381', '36298262', '31047520', '36298395', '36298220', '31047492', '31047450', '31047464']","[944.4036335152042, 594.5667014569935, 167.78769704519127, 120.5542163488181, 115.18241155595084, 87.731985454361, 74.32099497492224, 69.3529172733598, 61.92253052534606, 48.595294241035994, 23.290491077536526]",212344
198,"['32078830', '32476192', '32078802', '32842551', '32078795', '32078970', '32078935']","[632.4118090777264, 559.0926091472996, 509.91262997998035, 273.4956226625291, 231.00431297009112, 57.526631009814786, 1.1354281836515119]",586782
199,"['36298416', '36298290', '36298395', '36298381', '36298262', '36298220', '36298206', '36298122']","[1083.2951539054807, 931.4924342516136, 798.6553118277213, 584.8409267290149, 419.75899230552, 408.8396852381886, 341.64604831728474, 151.99817684579284]",866371
200,"['32078830', '32078802', '32476192', '32842551', '32078795', '32078970', '32078935', '32079103']","[780.0825847850617, 587.9303412019748, 559.0926091472996, 328.64813942743154, 272.8778474957213, 191.44276881610836, 45.986274830583326, 25.65671892200126]",141381
201,"['32981935', '34130894', '34798386']","[130.3509040171219, 128.34496232324597, 25.533094827835328]",721956
202,"['32988396', '31618475', '32988382', '34130894', '34798386']","[417.3825972664224, 227.73869121851487, 135.90600890982168, 128.34496232324597, 25.533094827835328]",568187
203,"['32078802', '32078970', '32476192', '32078830', '32842551', '32078795', '32078935']","[827.3627254565821, 682.2102925851468, 559.0926091472996, 374.8372656119832, 299.6981052939996, 192.02989367568824, 1.1354281836515119]",276111
204,"['32988396', '31618321', '31618475', '32988382', '34129942']","[417.3825972664224, 257.0363812253069, 227.73869121851487, 135.90600890982168, 77.11479993801223]",315388
205,['32981935'],[130.3509040171219],506672
206,"['32981935', '35663054']","[130.3509040171219, 4.075466179927415]",808541
207,"['34130894', '34798386', '35609245']","[128.34496232324597, 25.533094827835328, 6.4213161425461545]",820516
208,"['35609273', '31047520', '31047492', '35609252', '31047450', '35609245', '35662452', '31047415', '31047464']","[108.49303078002146, 87.731985454361, 61.92253052534606, 55.602139549229754, 48.595294241035994, 37.96969474836661, 34.505553090471324, 27.531580101500445, 23.290491077536526]",549854
209,"['32078830', '32078802', '34130894', '32842551', '34798386', '32078970']","[374.8372656119832, 254.2441279941481, 128.34496232324597, 42.837897641664355, 25.533094827835328, 13.252786966340373]",681054
210,"['32981935', '35609273', '35609252', '35609245']","[130.3509040171219, 108.49303078002146, 55.602139549229754, 37.96969474836661]",585622
211,"['36298290', '36298262', '36298220', '36298206', '36298416', '36298395', '34798386', '34130894', '36298381']","[944.4036335152042, 701.8400258068159, 670.479582489042, 594.5667014569935, 581.9012585327861, 559.7964414719744, 546.1220631222034, 128.34496232324597, 120.5542163488181]",762620
212,"['32078830', '32078802', '32842551', '32078795', '32078970', '31047520', '31047492', '32078935', '35662452', '31047450', '31047415']","[780.0825847850617, 587.9303412019748, 328.64813942743154, 272.8778474957213, 191.44276881610836, 78.99163653236694, 51.802353188840094, 45.986274830583326, 34.505553090471324, 31.941530432333607, 27.531580101500445]",355916
213,"['32078970', '32476192', '32842551', '32078802', '32078795', '35663054']","[682.2102925851468, 559.0926091472996, 299.6981052939996, 299.1785640589235, 192.02989367568824, 4.075466179927415]",14457
214,"['32078830', '32078802', '32842551', '32078795', '35609273', '32078970', '35609252', '35609245', '32078935']","[632.4118090777264, 509.91262997998035, 273.4956226625291, 231.00431297009112, 108.49303078002146, 57.526631009814786, 55.602139549229754, 6.4213161425461545, 1.1354281836515119]",690369
215,"['32078802', '32078970', '32476192', '34798386', '32078830', '32842551', '32078795', '34130894']","[827.3627254565821, 682.2102925851468, 559.0926091472996, 546.1220631222034, 374.8372656119832, 299.6981052939996, 192.02989367568824, 128.34496232324597]",276550
216,"['32078830', '35984452']","[406.43274428749595, 286.2017037296525]",451802
217,['32981935'],[130.3509040171219],403897
218,"['34130894', '34798386']","[128.34496232324597, 25.533094827835328]",85607
219,"['36298290', '36298206', '36298416', '36298381', '36298262', '35609273', '36298395', '36298220', '35609252', '35609245']","[944.4036335152042, 594.5667014569935, 167.78769704519127, 120.5542163488181, 115.18241155595084, 108.49303078002146, 74.32099497492224, 69.3529172733598, 55.602139549229754, 37.96969474836661]",774040
220,"['32078802', '32981935']","[299.1785640589235, 130.3509040171219]",649213
221,"['32988396', '31618475', '32988382', '34129942', '35662641', '31618300']","[412.5500204507784, 257.16660441745756, 203.04169765374783, 77.11479993801223, 33.56605200789042, 2.376759216964381]",808291
