,product,value,customer
0,"['31618475', '32988382', '34129942']","[297.6178852695093, 253.0349200847682, 18.210682594912296]",104365
1,"['36298416', '36298395', '36298220', '36298206', '36298381', '34798386', '36298122', '34130894']","[2275.933141867629, 2099.3794220461164, 876.9585324254264, 689.2502796946033, 678.9605673147175, 161.6051524421832, 159.24688011896038, 49.40063491208645]",907309
2,"['36298416', '36298395', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 678.9605673147175, 159.24688011896038]",480694
3,"['36298416', '36298395', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 678.9605673147175, 159.24688011896038]",531230
4,"['36298220', '36298206', '36298381']","[876.9585324254264, 689.2502796946033, 136.19829275876663]",893709
5,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",871380
6,"['31618475', '32988382']","[272.0252261069808, 253.01601183589494]",906037
7,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",856372
8,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",487621
9,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",773285
10,"['31618475', '32988382', '31047450', '34129942']","[272.0252261069808, 253.01601183589494, 36.52506843159224, 18.210682594912296]",96196
11,['32078795'],[24.68169239602989],30914
12,"['36298416', '36298395', '36298381', '31618475', '32988382', '36298122', '34129942']","[2275.933141867629, 1234.2502222916794, 678.9605673147175, 297.6178852695093, 253.0349200847682, 159.24688011896038, 18.210682594912296]",868898
13,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",863147
14,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 297.6178852695093, 253.0349200847682, 118.35782439901915, 18.210682594912296]",441329
15,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 2099.3794220461164, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",175987
16,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",695760
17,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",717137
18,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 737.4983489619906, 498.5654932260181, 148.9027885253545, 118.35782439901915]",727513
19,['32078795'],[24.68169239602989],804106
20,"['36298416', '36298395', '36298220', '36298206', '36298381', '34798386', '36298122', '34130894']","[2275.933141867629, 2099.3794220461164, 876.9585324254264, 689.2502796946033, 678.9605673147175, 161.6051524421832, 159.24688011896038, 49.40063491208645]",371005
21,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",886366
22,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",18201
23,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",901654
24,"['36298416', '36298395', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 678.9605673147175, 159.24688011896038]",869995
25,['32078795'],[24.68169239602989],837691
26,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",129700
27,"['32078802', '32078795', '32842551', '32078970', '32079082', '32078935']","[1076.2166746635708, 453.14981443563715, 399.58008649397294, 105.54651171459584, 81.51421243336533, 3.8743391493146437]",92094
28,"['32078802', '32078795', '32842551', '32078970', '32078935', '31047450']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183, 36.52506843159224]",514226
29,"['36298395', '36298220', '36298206', '36298381']","[1234.2502222916794, 876.9585324254264, 689.2502796946033, 136.19829275876663]",270318
30,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",361978
31,"['31618321', '31618475', '34129942', '31618405', '32988382']","[945.1447404429092, 737.4983489619906, 148.9027885253545, 118.35782439901915, 88.98763597402909]",771005
32,"['36298416', '36298395', '36298220', '36298206', '36298122', '36298381']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 159.24688011896038, 136.19829275876663]",792067
33,"['36298220', '36298206', '36298381']","[876.9585324254264, 689.2502796946033, 136.19829275876663]",688387
34,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 737.4983489619906, 498.5654932260181, 148.9027885253545, 118.35782439901915]",440930
35,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",486397
36,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",576842
37,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 297.6178852695093, 253.0349200847682, 118.35782439901915, 18.210682594912296]",259105
38,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",786346
39,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",492515
40,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",89645
41,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",770792
42,"['36298416', '36298395', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 678.9605673147175, 159.24688011896038]",99057
43,"['31047464', '31047450']","[52.34917005095697, 36.52506843159224]",761972
44,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",782675
45,"['36298416', '36298395', '32078802', '36298381', '32078795', '32842551', '32078970', '36298122', '32078935']","[2275.933141867629, 1234.2502222916794, 1081.368219757816, 678.9605673147175, 384.917351807399, 336.74698368175575, 285.8383722766826, 159.24688011896038, 69.07445737837183]",706567
46,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",45268
47,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",745339
48,"['32078802', '32078795', '32842551', '32078970', '32079082', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 81.51421243336533, 69.07445737837183]",785507
49,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",781242
50,"['36298416', '36298395', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 678.9605673147175, 159.24688011896038]",203547
51,"['31618321', '31618475', '34129942', '31618405', '32988382']","[945.1447404429092, 737.4983489619906, 148.9027885253545, 118.35782439901915, 88.98763597402909]",520183
52,"['36298416', '36298395', '36298220', '36298206', '36298381', '34798386', '36298122', '34130894']","[2275.933141867629, 2099.3794220461164, 876.9585324254264, 689.2502796946033, 678.9605673147175, 161.6051524421832, 159.24688011896038, 49.40063491208645]",814268
53,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",827770
54,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 272.0252261069808, 253.01601183589494, 118.35782439901915, 18.210682594912296]",512447
55,"['36298416', '36298395', '36298220', '36298206', '36298122', '36298381']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 159.24688011896038, 136.19829275876663]",655961
56,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",868359
57,"['31618321', '36298220', '31618475', '36298206', '34129942', '36298381', '31618405', '32988382']","[945.1447404429092, 876.9585324254264, 737.4983489619906, 689.2502796946033, 148.9027885253545, 136.19829275876663, 118.35782439901915, 88.98763597402909]",903292
58,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",609091
59,"['31618475', '32988382', '34129942']","[297.6178852695093, 253.0349200847682, 18.210682594912296]",102752
60,"['31047464', '31047450']","[52.34917005095697, 36.52506843159224]",887742
61,"['36298220', '36298206', '36298381']","[876.9585324254264, 689.2502796946033, 136.19829275876663]",874840
62,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",479938
63,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",869569
64,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",394058
65,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 737.4983489619906, 498.5654932260181, 148.9027885253545, 118.35782439901915]",898073
66,"['32078802', '36298220', '32078970', '36298206', '32078795', '32842551', '36298381']","[1426.2324657128029, 876.9585324254264, 829.881066034175, 689.2502796946033, 256.8448607981492, 254.71926128307788, 136.19829275876663]",146097
67,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",883895
68,['32078970'],[22.946484874586204],889308
69,['32988382'],[88.98763597402909],542883
70,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 297.6178852695093, 253.0349200847682, 118.35782439901915, 18.210682594912296]",352983
71,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",481
72,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",64170
73,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",624804
74,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 297.6178852695093, 253.0349200847682, 118.35782439901915, 18.210682594912296]",198705
75,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",33958
76,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 737.4983489619906, 498.5654932260181, 148.9027885253545, 118.35782439901915]",1428
77,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 737.4983489619906, 498.5654932260181, 148.9027885253545, 118.35782439901915]",814321
78,"['32078802', '32078795', '32842551', '32078970', '32078935', '31047450']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183, 36.52506843159224]",744496
79,"['31047464', '31047450']","[52.34917005095697, 36.52506843159224]",184900
80,"['36298416', '36298395', '31618321', '36298381', '31618475', '32988382', '36298122', '31618405', '34129942']","[2275.933141867629, 2099.3794220461164, 945.1447404429092, 678.9605673147175, 297.6178852695093, 253.0349200847682, 159.24688011896038, 118.35782439901915, 18.210682594912296]",880380
81,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",821382
82,"['32078802', '32078795', '32842551', '32078970', '32079082', '32078935']","[1076.2166746635708, 453.14981443563715, 399.58008649397294, 105.54651171459584, 81.51421243336533, 3.8743391493146437]",838617
83,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",653342
84,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",93591
85,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 272.0252261069808, 253.01601183589494, 148.9027885253545, 118.35782439901915]",55020
86,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",864049
87,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",34922
88,"['32078802', '36298220', '32078970', '36298206', '32078795', '32842551', '36298381']","[1426.2324657128029, 876.9585324254264, 829.881066034175, 689.2502796946033, 256.8448607981492, 254.71926128307788, 136.19829275876663]",855185
89,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",689439
90,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",28362
91,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 737.4983489619906, 498.5654932260181, 148.9027885253545, 118.35782439901915]",834709
92,"['32078802', '32078970', '32078795', '32842551']","[1426.2324657128029, 829.881066034175, 256.8448607981492, 254.71926128307788]",727706
93,"['36298416', '36298395', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 678.9605673147175, 159.24688011896038]",712341
94,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 737.4983489619906, 498.5654932260181, 148.9027885253545, 118.35782439901915]",320235
95,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",611012
96,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",557870
97,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",808618
98,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 2099.3794220461164, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",703759
99,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 737.4983489619906, 498.5654932260181, 148.9027885253545, 118.35782439901915]",11967
100,['32988382'],[88.98763597402909],757474
101,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 297.6178852695093, 253.0349200847682, 118.35782439901915, 18.210682594912296]",804763
102,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",743196
103,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",66855
104,['32988382'],[88.98763597402909],674000
105,"['31618475', '32988382']","[272.0252261069808, 253.01601183589494]",57550
106,['32078795'],[24.68169239602989],753611
107,"['32078802', '32078795', '32842551', '32078970', '32078935', '31047450']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183, 36.52506843159224]",76770
108,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",676542
109,"['36298395', '31618321', '31618475', '34129942', '31618405', '32988382']","[1234.2502222916794, 945.1447404429092, 737.4983489619906, 148.9027885253545, 118.35782439901915, 88.98763597402909]",41931
110,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",617630
111,"['32078802', '32078970', '32078795', '32842551']","[1426.2324657128029, 829.881066034175, 256.8448607981492, 254.71926128307788]",541810
112,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",757472
113,['32078795'],[24.68169239602989],830244
114,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",738078
115,"['32078802', '32078795', '32842551', '32078970', '32078935', '31047450']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183, 36.52506843159224]",804688
116,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",662949
117,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 297.6178852695093, 253.0349200847682, 118.35782439901915, 18.210682594912296]",269248
118,"['32078802', '32078795', '32842551', '32078970', '32079082', '32078935']","[1076.2166746635708, 453.14981443563715, 399.58008649397294, 105.54651171459584, 81.51421243336533, 3.8743391493146437]",776141
119,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",723204
120,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",631838
121,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 272.0252261069808, 253.01601183589494, 148.9027885253545, 118.35782439901915]",32400
122,"['32078802', '32078795', '32842551', '32078970', '32079082', '32078935']","[1076.2166746635708, 453.14981443563715, 399.58008649397294, 105.54651171459584, 81.51421243336533, 3.8743391493146437]",749886
123,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",784577
124,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 272.0252261069808, 253.01601183589494, 118.35782439901915, 18.210682594912296]",776038
125,"['31047464', '31047450']","[52.34917005095697, 36.52506843159224]",498193
126,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",814866
127,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 737.4983489619906, 498.5654932260181, 148.9027885253545, 118.35782439901915]",713050
128,"['36298416', '36298395', '36298220', '36298206', '36298381', '34798386', '36298122', '34130894']","[2275.933141867629, 2099.3794220461164, 876.9585324254264, 689.2502796946033, 678.9605673147175, 161.6051524421832, 159.24688011896038, 49.40063491208645]",267583
129,"['32078802', '32078795', '32842551', '32078970', '32078935', '31047450']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183, 36.52506843159224]",554250
130,"['36298220', '36298206', '36298381']","[876.9585324254264, 689.2502796946033, 136.19829275876663]",510993
131,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 297.6178852695093, 253.0349200847682, 118.35782439901915, 18.210682594912296]",794199
132,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",514367
133,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",586164
134,"['31618475', '32988382']","[272.0252261069808, 253.01601183589494]",233465
135,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",24327
136,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",856025
137,['32078795'],[24.68169239602989],699340
138,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",224059
139,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 2099.3794220461164, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",694731
140,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 737.4983489619906, 498.5654932260181, 148.9027885253545, 118.35782439901915]",853867
141,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 297.6178852695093, 253.0349200847682, 118.35782439901915, 18.210682594912296]",903931
142,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 297.6178852695093, 253.0349200847682, 118.35782439901915, 18.210682594912296]",31307
143,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",822916
144,"['36298220', '36298206', '36298381']","[876.9585324254264, 689.2502796946033, 136.19829275876663]",149075
145,"['32078802', '32078795', '32842551', '32078970', '32079082', '32078935']","[1076.2166746635708, 453.14981443563715, 399.58008649397294, 105.54651171459584, 81.51421243336533, 3.8743391493146437]",585226
146,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",920508
147,"['32078802', '32078795', '32842551', '32078970', '32078935', '31047450']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183, 36.52506843159224]",732929
148,"['36298220', '36298206', '36298381']","[876.9585324254264, 689.2502796946033, 136.19829275876663]",845703
149,['36298395'],[1234.2502222916794],357156
150,"['32078802', '32078795', '32842551', '32078970', '32079082', '32078935']","[1076.2166746635708, 453.14981443563715, 399.58008649397294, 105.54651171459584, 81.51421243336533, 3.8743391493146437]",729931
151,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",349122
152,['32078795'],[24.68169239602989],695202
153,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 737.4983489619906, 498.5654932260181, 148.9027885253545, 118.35782439901915]",438685
154,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",767625
155,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",23064
156,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",855273
157,['31047450'],[36.52506843159224],148233
158,"['32078802', '32078795', '32842551', '32078970', '32079082', '32078935']","[1076.2166746635708, 453.14981443563715, 399.58008649397294, 105.54651171459584, 81.51421243336533, 3.8743391493146437]",857963
159,"['32078802', '32078795', '32842551', '32078970', '32079082', '32078935']","[1076.2166746635708, 453.14981443563715, 399.58008649397294, 105.54651171459584, 81.51421243336533, 3.8743391493146437]",510039
160,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",194
161,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",88652
162,"['32078802', '36298220', '36298206', '32078795', '32842551', '32078970', '36298381', '32078935']","[1081.368219757816, 876.9585324254264, 689.2502796946033, 384.917351807399, 336.74698368175575, 285.8383722766826, 136.19829275876663, 69.07445737837183]",504528
163,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",673554
164,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 272.0252261069808, 253.01601183589494, 118.35782439901915, 18.210682594912296]",143858
165,"['31618475', '32988382', '34129942']","[272.0252261069808, 253.01601183589494, 18.210682594912296]",175202
166,"['36298220', '36298206', '36298381']","[876.9585324254264, 689.2502796946033, 136.19829275876663]",398464
167,"['32078802', '32078795', '32842551', '32078970', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 69.07445737837183]",76457
168,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",468443
169,"['36298220', '36298206', '36298381', '31047450']","[876.9585324254264, 689.2502796946033, 136.19829275876663, 36.52506843159224]",800794
170,"['36298416', '36298395', '31618321', '31618475', '36298381', '32988382', '36298122', '34129942', '31618405']","[2275.933141867629, 1234.2502222916794, 945.1447404429092, 737.4983489619906, 678.9605673147175, 498.5654932260181, 159.24688011896038, 148.9027885253545, 118.35782439901915]",70342
171,"['36298220', '36298206', '36298381']","[876.9585324254264, 689.2502796946033, 136.19829275876663]",602585
172,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 2099.3794220461164, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",200292
173,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 737.4983489619906, 498.5654932260181, 148.9027885253545, 118.35782439901915]",906535
174,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",756961
175,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 297.6178852695093, 253.0349200847682, 118.35782439901915, 18.210682594912296]",183378
176,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",795144
177,"['31047464', '31047450']","[52.34917005095697, 36.52506843159224]",21560
178,"['32078802', '32842551', '32078970', '32079082', '32078795', '32078935']","[1076.2166746635708, 399.58008649397294, 105.54651171459584, 81.51421243336533, 24.68169239602989, 3.8743391493146437]",642769
179,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",789550
180,"['36298416', '36298395', '36298381', '36298122']","[2275.933141867629, 2099.3794220461164, 678.9605673147175, 159.24688011896038]",708212
181,"['36298416', '36298395', '36298381', '36298122']","[2275.933141867629, 2099.3794220461164, 678.9605673147175, 159.24688011896038]",812594
182,"['36298416', '36298395', '31618321', '31618475', '36298381', '32988382', '36298122', '34129942', '31618405']","[2275.933141867629, 1234.2502222916794, 945.1447404429092, 737.4983489619906, 678.9605673147175, 498.5654932260181, 159.24688011896038, 148.9027885253545, 118.35782439901915]",736312
183,"['34798386', '34130894', '31047450']","[161.6051524421832, 49.40063491208645, 36.52506843159224]",32944
184,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",344493
185,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",628684
186,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",6080
187,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",814761
188,"['36298416', '36298395', '36298381', '36298122', '32078970']","[2275.933141867629, 1234.2502222916794, 678.9605673147175, 159.24688011896038, 22.946484874586204]",828498
189,"['36298416', '36298395', '31618321', '31618475', '36298381', '32988382', '36298122', '34129942', '31618405']","[2275.933141867629, 1234.2502222916794, 945.1447404429092, 737.4983489619906, 678.9605673147175, 498.5654932260181, 159.24688011896038, 148.9027885253545, 118.35782439901915]",266702
190,"['32078802', '32078795', '32842551', '32078970', '32079082', '32078935']","[1081.368219757816, 384.917351807399, 336.74698368175575, 285.8383722766826, 81.51421243336533, 69.07445737837183]",494063
191,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",625731
192,"['32078802', '32078970', '32078795', '32842551']","[1426.2324657128029, 829.881066034175, 256.8448607981492, 254.71926128307788]",429832
193,"['31618475', '32988382', '34129942']","[272.0252261069808, 253.01601183589494, 18.210682594912296]",73701
194,"['31047450', '31047464']","[73.77258451199832, 52.34917005095697]",737111
195,['32078795'],[24.68169239602989],765060
196,"['31618321', '31618475', '32988382', '31618405', '34129942']","[945.1447404429092, 297.6178852695093, 253.0349200847682, 118.35782439901915, 18.210682594912296]",569108
197,"['32078802', '32078795', '32842551', '32078970', '32079082', '32078935']","[1076.2166746635708, 453.14981443563715, 399.58008649397294, 105.54651171459584, 81.51421243336533, 3.8743391493146437]",296297
198,"['32078802', '31618321', '31618475', '32988382', '32842551', '34129942', '31618405', '32078970', '32079082', '32078795', '32078935']","[1076.2166746635708, 945.1447404429092, 737.4983489619906, 498.5654932260181, 399.58008649397294, 148.9027885253545, 118.35782439901915, 105.54651171459584, 81.51421243336533, 24.68169239602989, 3.8743391493146437]",414052
199,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",752226
200,"['31618475', '32988382']","[272.0252261069808, 253.01601183589494]",659846
201,"['36298416', '36298395', '36298381', '36298122']","[2275.933141867629, 2099.3794220461164, 678.9605673147175, 159.24688011896038]",748519
202,"['36298416', '36298395', '36298381', '36298122']","[2275.933141867629, 2099.3794220461164, 678.9605673147175, 159.24688011896038]",588339
203,"['31618321', '31618475', '32988382', '34129942', '31618405']","[945.1447404429092, 272.0252261069808, 253.01601183589494, 148.9027885253545, 118.35782439901915]",708827
204,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",782820
205,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",817896
206,"['36298416', '36298395', '36298220', '36298206', '36298381', '36298122']","[2275.933141867629, 1234.2502222916794, 876.9585324254264, 689.2502796946033, 678.9605673147175, 159.24688011896038]",610046
207,"['34798386', '34130894']","[161.6051524421832, 49.40063491208645]",796230
208,"['32078802', '32078970', '32078795', '32842551']","[1426.2324657128029, 829.881066034175, 256.8448607981492, 254.71926128307788]",7556
209,['32078795'],[24.68169239602989],431100
210,"['31618475', '32988382']","[272.0252261069808, 253.01601183589494]",40839
