,customer_id,Recency,Frequency,Monetary,CLASS,CHURN,sentiment
168,808524,10,4,1097.1999999999998,SILVER,1,0
169,609091,1,5,243.11,SILVER,1,1
170,102752,66,5,298.11,SILVER,1,1
171,887742,22,4,489.37000000000006,SILVER,1,0
172,874840,3,5,494.06000000000006,SILVER,0,1
173,847515,44,5,363.13,SILVER,1,0
174,699180,71,4,371.51,SILVER,1,1
175,851841,1,5,2023.59,SILVER,0,1
176,479938,11,4,1028.38,SILVER,1,1
177,869569,1,5,588.39,SILVER,0,1
178,69561,19,5,245.13,SILVER,1,0
179,394058,22,4,559.83,SILVER,1,0
180,584718,60,4,223.7,SILVER,1,1
181,602865,42,5,294.25,SILVER,1,0
182,32637,39,5,254.87,SILVER,1,1
183,516765,0,4,274.45,SILVER,1,1
184,898073,0,5,244.83,SILVER,0,0
185,261770,71,4,603.9,SILVER,1,1
186,491419,12,4,275.93,SILVER,1,1
187,146097,37,4,267.91,SILVER,1,-1
188,883895,28,4,383.41,SILVER,1,1
189,464459,10,4,399.66,SILVER,1,-1
190,889308,13,5,253.74,SILVER,1,1
191,624544,45,4,767.16,SILVER,1,0
192,542883,8,5,285.05,SILVER,1,0
193,565669,56,5,1005.19,SILVER,1,1
194,406996,62,4,240.27,SILVER,1,0
195,340522,13,4,319.17,SILVER,0,1
196,352983,31,4,544.99,SILVER,1,0
197,481,27,4,718.6300000000001,SILVER,1,1
198,904709,7,5,918.32,SILVER,0,1
199,709916,65,5,410.5,SILVER,1,0
200,576177,59,4,263.9,SILVER,1,1
201,461062,26,5,370.84,SILVER,1,1
202,585969,46,4,636.7,SILVER,1,1
203,799954,69,4,497.3,SILVER,1,1
204,795326,7,4,321.35,SILVER,1,1
205,849345,5,4,353.88,SILVER,1,1
206,897357,19,4,292.05,SILVER,0,1
207,441888,72,4,647.36,SILVER,1,1
208,322653,31,4,299.9,SILVER,1,0
209,39134,68,5,532.0,SILVER,1,1
210,375327,66,4,253.26,SILVER,1,1
211,624804,70,4,739.49,SILVER,1,0
212,602214,69,4,398.71,SILVER,1,1
213,901766,13,4,409.96,SILVER,0,1
214,198705,73,4,272.21000000000004,SILVER,1,0
215,647911,4,4,799.89,SILVER,1,1
216,651236,35,4,470.37,SILVER,1,0
217,610935,55,5,552.77,SILVER,1,1
218,408415,74,4,478.38,SILVER,1,1
219,810343,40,4,409.29,SILVER,1,-1
220,1428,1,5,251.85,SILVER,1,0
221,30091,4,4,548.75,SILVER,0,1
222,814321,22,5,430.8399999999999,SILVER,0,1
223,813450,4,5,1081.49,SILVER,0,1
224,381918,30,5,258.0,SILVER,1,1
225,761125,42,4,259.08000000000004,SILVER,1,1
226,28432,21,4,1647.03,SILVER,1,0
227,43789,44,4,235.00000000000003,SILVER,1,-1
228,840550,4,4,272.23,SILVER,1,1
229,184900,72,5,694.7099999999999,SILVER,1,-1
230,658031,3,4,293.1,SILVER,1,1
231,844652,11,5,1057.84,SILVER,0,1
232,92365,23,4,247.52,SILVER,1,1
233,512201,66,4,453.44999999999993,SILVER,1,-1
234,202296,1,4,325.27,SILVER,1,0
235,868922,0,4,448.06,SILVER,0,1
236,53758,44,4,827.62,SILVER,1,1
237,637635,52,4,282.18,SILVER,1,-1
238,220058,32,5,258.85,SILVER,1,1
239,37768,27,4,320.4,SILVER,1,0
240,694985,0,4,252.00000000000003,SILVER,1,1
241,857115,27,5,302.9600000000001,SILVER,1,1
242,821382,1,5,356.29999999999995,SILVER,0,1
243,824637,5,4,319.37999999999994,SILVER,1,-1
244,641097,26,4,603.96,SILVER,1,1
245,35012,3,5,475.68,SILVER,1,0
246,694229,40,4,264.82,SILVER,1,1
247,588018,35,4,272.87,SILVER,1,0
248,29709,10,4,279.02,SILVER,1,0
249,524546,18,4,472.48,SILVER,1,1
250,838617,10,4,1145.27,SILVER,1,-1
251,105761,33,4,327.43,SILVER,1,1
252,93591,13,4,537.0699999999999,SILVER,1,1
253,835379,21,4,228.47,SILVER,1,1
254,55020,73,4,438.4,SILVER,1,1
255,864049,0,4,1183.85,SILVER,0,1
256,34922,3,5,1317.87,SILVER,1,1
257,869997,4,5,357.39,SILVER,0,1
258,855185,5,4,648.5300000000001,SILVER,1,1
259,689439,19,4,219.83,SILVER,1,1
260,667398,5,4,491.27,SILVER,1,1
261,567342,52,5,242.74,SILVER,1,0
262,28362,29,5,724.7399999999999,SILVER,0,1
263,854520,1,5,720.22,SILVER,0,1
264,834709,7,4,443.8,SILVER,0,1
265,716351,10,5,681.03,SILVER,0,0
266,73592,1,4,276.52,SILVER,0,1
267,847734,35,5,348.17999999999995,SILVER,0,0
268,727706,3,4,391.04,SILVER,0,1
269,647399,25,4,326.4800000000001,SILVER,1,-1
270,53671,59,4,577.08,SILVER,1,1
271,642279,51,5,400.8,SILVER,1,1
272,175405,58,5,258.33,SILVER,1,0
273,564783,73,4,2003.4600000000005,SILVER,1,1
274,638853,61,4,1448.38,SILVER,1,1
275,337843,1,5,552.59,SILVER,0,1
276,827870,10,5,279.56,SILVER,0,0
277,477003,51,4,341.75,SILVER,1,0
278,290999,23,4,923.95,SILVER,0,1
279,452750,0,4,291.03,SILVER,0,1
280,482987,59,4,343.32,SILVER,1,1
281,320235,73,4,913.28,SILVER,1,0
282,603889,64,4,2092.92,SILVER,1,0
283,611012,65,5,339.24999999999994,SILVER,1,0
284,557870,31,5,281.88,SILVER,0,1
285,726129,72,4,455.31,SILVER,1,1
286,511098,40,4,277.13,SILVER,1,1
287,789825,34,4,243.75,SILVER,0,1
288,798601,10,5,227.42,SILVER,0,1
289,703759,12,4,240.26,SILVER,0,1
290,392540,66,5,454.49,SILVER,0,1
291,840831,31,4,227.75,SILVER,0,1
292,11967,53,4,315.72,SILVER,1,1
293,525208,6,5,299.2099999999999,SILVER,0,1
294,757474,4,4,248.46,SILVER,0,0
295,357556,31,5,1177.98,SILVER,1,1
296,588723,24,4,390.25,SILVER,0,1
297,804763,29,4,736.1300000000001,SILVER,0,0
298,431410,1,4,608.38,SILVER,0,1
299,558798,27,5,234.0,SILVER,0,1
300,680764,49,5,327.76,SILVER,1,1
301,213175,5,5,588.93,SILVER,0,0
302,805159,65,4,539.12,SILVER,0,1
303,103326,49,5,354.57,SILVER,0,1
304,772145,22,5,271.47,SILVER,0,1
305,720442,20,5,417.62,SILVER,0,0
306,720565,40,4,328.96000000000004,SILVER,0,1
307,775532,50,5,1124.1700000000003,SILVER,0,0
308,674000,19,5,265.53000000000003,SILVER,0,1
309,753611,58,4,434.87,SILVER,0,-1
310,614002,55,4,474.46,SILVER,0,1
311,38580,56,5,1003.83,SILVER,0,0
312,53503,23,5,1884.99,SILVER,0,0
313,754286,11,4,229.86000000000004,SILVER,0,1
314,651069,21,4,1580.9,SILVER,0,1
315,50090,45,4,435.64,SILVER,0,0
316,716972,7,5,401.22,SILVER,0,1
317,88762,32,5,3502.92,SILVER,0,1
318,676542,41,4,1039.0300000000002,SILVER,0,1
319,454019,49,4,366.24,SILVER,1,1
320,812977,65,4,244.48,SILVER,1,0
321,50682,13,5,399.48,SILVER,0,0
322,567484,18,4,239.85,SILVER,0,1
323,427482,56,4,313.2,SILVER,0,1
324,129264,39,4,304.6,SILVER,0,1
325,796281,53,4,855.8499999999999,SILVER,0,0
326,453626,25,4,392.44,SILVER,0,1
327,744097,30,4,261.98,SILVER,0,0
328,750683,44,4,221.26,SILVER,0,0
329,26018,45,5,512.89,SILVER,0,0
330,719877,61,5,267.34,SILVER,0,1
331,28265,65,5,271.05,SILVER,0,1
332,617630,4,4,630.0999999999999,SILVER,0,-1
333,714907,29,4,224.40000000000003,SILVER,0,1
334,682598,21,4,259.77000000000004,SILVER,0,1
335,735216,45,4,450.05,SILVER,0,-1
336,541810,41,5,312.42,SILVER,0,0
337,757472,33,4,226.85,SILVER,0,0
338,830244,44,4,764.5300000000001,SILVER,0,-1
339,728847,6,4,1476.6,SILVER,0,1
340,733865,39,5,798.5300000000002,SILVER,0,0
341,738078,48,4,596.78,SILVER,0,0
342,830228,36,5,412.38,SILVER,0,1
343,170888,46,5,241.29,SILVER,0,0
344,724250,45,5,253.07,SILVER,0,1
345,756458,28,4,222.15,SILVER,0,0
346,749978,42,4,2845.34,SILVER,0,1
347,804688,29,4,1242.1,SILVER,0,1
348,662949,45,4,726.6,SILVER,0,1
349,795733,6,5,595.3100000000001,SILVER,0,1
350,807780,36,4,1273.49,SILVER,0,1
351,12692,37,5,587.01,SILVER,0,1
352,269248,56,4,625.99,SILVER,0,1
353,495231,39,5,649.17,SILVER,0,1
354,798598,3,4,554.6899999999999,SILVER,0,0
355,625688,64,4,378.25,SILVER,0,-1
356,776141,4,4,311.96000000000004,SILVER,0,1
357,54464,64,5,517.84,SILVER,0,0
358,723204,39,4,799.5999999999999,SILVER,0,1
359,778560,48,5,951.24,SILVER,0,0
360,210709,44,5,315.47,SILVER,0,1
361,631838,33,5,1127.44,SILVER,0,1
362,428148,3,5,749.72,SILVER,0,-1
363,675089,31,5,316.36,SILVER,0,1
364,763208,10,4,811.3,SILVER,0,1
365,543061,30,4,1129.9199999999998,SILVER,0,1
366,312411,62,4,246.98,SILVER,0,1
367,718208,27,5,332.47,SILVER,0,1
368,29778,21,4,309.33000000000004,SILVER,0,0
369,320428,44,4,339.44999999999993,SILVER,0,1
370,784577,52,4,355.99,SILVER,0,1
371,729137,3,4,227.24,SILVER,0,0
372,739475,3,4,596.55,SILVER,0,1
373,742236,47,5,322.5,SILVER,0,-1
374,654305,22,4,1133.2,SILVER,0,1
375,729193,50,5,414.01,SILVER,0,1
376,442091,12,5,234.13,SILVER,0,-1
377,713050,5,5,271.53,SILVER,0,1
378,267583,19,4,318.68,SILVER,0,0
379,554250,39,4,813.3100000000001,SILVER,0,0
380,114991,7,5,242.61,SILVER,0,0
381,319370,55,5,250.99,SILVER,0,1
382,768886,53,4,646.25,SILVER,0,0
383,125882,24,5,586.7299999999999,SILVER,0,1
384,770877,33,4,352.29999999999995,SILVER,0,1
385,510993,19,4,360.51,SILVER,0,1
386,800115,13,4,221.25,SILVER,0,1
387,794199,7,4,545.89,SILVER,0,0
388,603011,31,4,235.54,SILVER,0,0
389,44909,46,5,254.77000000000004,SILVER,0,1
390,104641,36,4,1751.24,SILVER,0,0
391,710648,59,5,280.6,SILVER,0,0
392,514367,45,5,349.36999999999995,SILVER,0,-1
393,586164,53,5,381.9,SILVER,0,1
394,704910,25,4,2614.1,SILVER,0,0
395,434161,0,4,351.68000000000006,SILVER,0,1
396,329856,36,4,761.8,SILVER,0,1
397,662044,1,4,218.87,SILVER,0,1
398,747258,28,4,957.6699999999998,SILVER,0,1
399,262788,70,4,250.66,SILVER,1,0
400,629884,65,6,387.5700000000001,SILVER,1,0
401,577933,72,4,1515.5700000000002,SILVER,1,1
402,233465,11,5,544.4999999999999,SILVER,1,1
403,259069,36,4,1227.28,SILVER,1,-1
404,693892,54,6,363.78,SILVER,1,0
405,324033,46,6,612.3599999999999,SILVER,1,-1
406,566123,23,5,229.49,SILVER,1,0
407,836535,6,5,256.69,SILVER,1,1
408,667768,1,5,389.97,SILVER,1,1
409,438162,58,6,332.71,SILVER,1,1
410,682680,10,5,593.27,SILVER,1,1
411,24327,28,6,1186.9000000000003,SILVER,1,0
412,879468,6,5,639.02,SILVER,0,1
413,814576,13,4,693.3800000000001,SILVER,1,1
414,817998,5,4,907.2,SILVER,1,1
415,874531,0,4,227.88,SILVER,0,0
416,840904,26,4,2759.59,SILVER,0,-1
417,830229,28,5,320.55,SILVER,1,1
418,403275,72,4,326.29,SILVER,1,0
419,856025,18,6,381.42,SILVER,0,1
420,791545,66,4,2109.3899999999994,SILVER,1,1
421,359384,44,4,402.29,SILVER,1,1
422,352339,0,4,499.61000000000007,SILVER,1,1
423,224059,40,6,538.41,SILVER,1,1
424,863132,6,4,308.89000000000004,SILVER,1,1
425,200365,4,5,1179.19,SILVER,1,1
426,553496,59,4,237.22,SILVER,1,0
427,189184,37,5,265.45,SILVER,1,1
428,792627,40,4,691.56,SILVER,1,1
429,55782,0,4,229.31,SILVER,1,0
430,903931,3,6,445.06,SILVER,0,1
431,717710,0,4,232.99,SILVER,0,-1
432,816985,22,4,419.41,SILVER,1,1
433,395697,10,6,2629.78,SILVER,1,1
434,283752,68,4,309.2,SILVER,1,1
435,630018,56,4,227.35,SILVER,1,1
436,311679,24,5,813.29,SILVER,1,1
437,837468,13,4,617.9,SILVER,1,0
438,7230,25,4,537.6,SILVER,1,0
439,689868,72,6,367.4500000000001,SILVER,1,1
440,149075,69,4,319.11,SILVER,1,1
441,575431,61,5,389.48,SILVER,1,0
442,304480,70,6,494.31000000000006,SILVER,1,1
443,554926,0,4,317.73999999999995,SILVER,1,1
444,838437,3,6,243.3,SILVER,0,1
445,55180,54,4,312.9,SILVER,1,1
446,461011,42,4,398.55,SILVER,1,1
447,920508,4,4,455.93,SILVER,0,1
448,627777,66,4,306.05,SILVER,1,0
449,75164,24,5,393.44,SILVER,1,1
450,732929,19,6,1256.4700000000005,SILVER,0,1
451,396400,72,4,1534.35,SILVER,1,0
452,41625,59,4,455.13999999999993,SILVER,1,1
453,207428,41,5,457.03,SILVER,1,0
454,466739,73,5,409.34,SILVER,1,-1
455,699278,73,5,523.0699999999999,SILVER,1,0
456,845703,6,5,369.2,SILVER,1,0
457,357156,68,4,335.37,SILVER,1,1
458,407904,37,4,483.08,SILVER,1,1
459,729931,73,6,277.27,SILVER,1,0
460,349122,21,4,1181.78,SILVER,1,1
461,172899,50,5,250.44,SILVER,1,1
462,695202,4,4,494.04,SILVER,1,1
463,837633,11,4,317.14,SILVER,1,1
464,548937,58,4,443.88,SILVER,1,1
465,767625,31,5,390.85,SILVER,1,-1
466,67181,72,6,436.58,SILVER,1,1
467,378928,39,5,658.9000000000001,SILVER,1,1
468,113193,30,5,500.2800000000001,SILVER,1,1
469,417911,10,5,405.54,SILVER,1,-1
470,176412,6,5,257.72,SILVER,1,-1
471,23064,53,4,328.96000000000004,SILVER,1,1
472,855273,4,5,1838.4300000000003,SILVER,0,1
473,148233,64,4,384.46,SILVER,1,1
474,857963,4,4,423.25,SILVER,1,1
475,413926,36,4,225.37,SILVER,1,1
476,105775,22,5,265.91,SILVER,1,1
477,823238,24,4,241.69000000000003,SILVER,1,1
478,557168,74,5,643.59,SILVER,1,1
479,876199,5,4,305.82000000000005,SILVER,0,1
480,65346,12,4,987.95,SILVER,1,1
481,370815,21,4,1277.01,SILVER,1,1
482,347068,5,5,797.21,SILVER,1,0
483,782882,18,5,1071.91,SILVER,0,1
484,457138,64,5,348.76,SILVER,1,1
485,827394,10,4,551.7,SILVER,1,1
486,463199,23,6,901.73,SILVER,1,1
487,798342,67,5,428.19000000000005,SILVER,1,1
488,535518,24,5,245.16,SILVER,1,0
489,373553,42,4,258.19,SILVER,1,0
490,580100,39,6,488.58,SILVER,1,1
491,648354,12,5,345.43,SILVER,1,-1
492,510039,67,5,323.86,SILVER,1,1
493,194,5,4,1163.24,SILVER,1,1
494,83691,63,5,386.58,SILVER,1,1
495,88652,20,4,423.98,SILVER,1,0
496,504528,3,5,289.45000000000005,SILVER,1,1
497,55345,7,6,331.41,SILVER,0,1
498,381932,67,6,1283.63,SILVER,1,1
499,221956,25,4,236.03,SILVER,1,1
500,192009,68,6,535.27,SILVER,1,1
501,474798,56,6,380.0,SILVER,1,1
502,454037,68,6,296.48,SILVER,1,0
503,516892,40,6,240.7,SILVER,1,1
504,840819,43,4,506.2,SILVER,1,0
505,565411,3,5,879.81,SILVER,1,1
506,433144,41,5,391.09,SILVER,1,1
507,382834,58,5,286.9600000000001,SILVER,1,1
508,856713,6,4,729.12,SILVER,1,0
509,678982,6,4,442.35,SILVER,1,1
510,673554,44,4,219.36,SILVER,1,1
511,118098,47,5,261.93,SILVER,1,0
512,143858,20,5,797.1000000000001,SILVER,1,1
513,299347,31,5,247.65000000000003,SILVER,1,0
514,398464,58,6,1929.27,SILVER,1,1
515,870344,18,4,963.3,SILVER,0,1
516,468443,50,5,1287.63,SILVER,1,1
517,43772,5,5,669.7900000000001,SILVER,1,1
518,447233,65,5,232.43000000000004,SILVER,1,1
519,126403,0,4,373.05,SILVER,1,1
520,814928,43,5,325.73,SILVER,1,1
521,857913,4,5,620.46,SILVER,0,1
522,800794,66,4,423.62,SILVER,1,1
523,79160,1,4,333.7,SILVER,0,1
524,640516,5,5,484.75,SILVER,1,0
525,515267,62,4,1540.3300000000002,SILVER,1,1
526,566564,1,5,600.47,SILVER,1,1
527,70342,13,5,419.26,SILVER,1,1
528,750601,3,6,758.47,SILVER,1,1
529,887002,1,5,530.42,SILVER,0,1
530,200292,47,5,272.08000000000004,SILVER,1,1
531,906535,3,6,266.68,SILVER,0,0
532,756961,31,5,253.96,SILVER,0,1
533,359394,10,5,486.09,SILVER,0,1
534,183378,37,5,244.65,SILVER,1,0
535,541268,59,5,402.96,SILVER,1,1
536,788510,33,6,624.68,SILVER,0,1
537,736292,0,5,306.11,SILVER,0,1
538,322598,34,4,394.67,SILVER,1,1
539,315198,5,4,444.19,SILVER,0,1
540,797774,51,4,233.11,SILVER,1,1
541,755066,68,6,542.43,SILVER,1,0
542,135761,26,6,219.74,SILVER,0,1
543,795144,7,4,512.94,SILVER,0,1
544,783332,68,4,315.22,SILVER,1,1
545,593285,49,4,284.19000000000005,SILVER,1,0
546,623495,31,4,786.11,SILVER,0,1
547,21560,40,4,310.85,SILVER,1,1
548,866011,4,5,916.65,SILVER,0,0
549,56374,24,4,467.15,SILVER,1,1
550,762431,49,6,684.89,SILVER,0,1
551,642769,45,5,293.40000000000003,SILVER,1,1
552,67042,21,5,1003.52,SILVER,0,1
553,381788,30,4,322.66,SILVER,1,1
554,826254,6,6,556.84,SILVER,0,-1
555,869124,24,5,2627.14,SILVER,0,-1
556,719302,64,4,466.94000000000005,SILVER,1,0
557,750832,59,5,267.15,SILVER,0,1
558,579038,74,4,387.46,SILVER,1,1
559,902550,5,4,614.33,SILVER,0,1
560,62145,52,4,859.9,SILVER,1,1
561,454366,48,5,243.57,SILVER,0,1
562,789550,73,4,735.29,SILVER,1,1
563,492531,3,6,1278.0700000000002,SILVER,0,-1
564,695162,68,6,240.22,SILVER,1,1
565,763589,11,4,267.54,SILVER,0,1
566,795582,7,4,497.66,SILVER,0,1
567,812594,5,4,259.15000000000003,SILVER,0,0
568,736312,61,6,314.16,SILVER,1,1
569,648914,51,6,273.28,SILVER,0,1
570,240002,12,6,656.8199999999999,SILVER,0,0
571,344493,62,6,278.94,SILVER,0,0
572,628684,61,5,319.12,SILVER,0,0
573,457981,22,4,1111.81,SILVER,0,0
574,477063,13,4,398.4,SILVER,0,1
575,218938,39,4,301.97,SILVER,0,1
576,6080,50,4,1802.16,SILVER,0,0
577,595185,5,5,291.46000000000004,SILVER,0,1
578,19496,18,4,292.52,SILVER,0,0
579,809441,6,6,326.04,SILVER,0,1
580,765029,12,5,964.8200000000002,SILVER,0,1
581,642095,53,6,354.13,SILVER,0,-1
582,506454,47,4,491.64,SILVER,0,1
583,602870,34,5,763.4,SILVER,0,0
584,828498,55,4,828.1799999999998,SILVER,0,0
585,266702,42,5,228.06,SILVER,0,0
586,474523,62,5,514.41,SILVER,0,-1
587,494063,1,6,287.09000000000003,SILVER,0,0
588,723532,30,6,275.79,SILVER,0,0
589,143371,51,6,426.91,SILVER,0,0
590,349380,20,4,4015.24,SILVER,0,1
591,770902,51,4,328.17,SILVER,0,0
592,801744,65,5,612.59,SILVER,1,0
593,576785,2,6,283.8,SILVER,0,1
594,241440,51,4,458.83,SILVER,0,1
595,577374,53,4,234.97,SILVER,0,1
596,55110,33,4,239.22000000000003,SILVER,0,1
597,40041,0,5,302.91,SILVER,0,0
598,614248,30,4,282.92,SILVER,0,0
599,742612,59,4,444.48,SILVER,1,1
600,429832,0,6,348.33000000000004,SILVER,0,1
601,73701,18,6,1338.0000000000002,SILVER,0,1
602,669266,52,4,282.18,SILVER,0,1
